"ID","Symbol","Security","Wikipedia_URL","Intro"
"79","BXP","BXP, Inc.","https://en.wikipedia.org/wiki/BXP,_Inc.","BXP, Inc. is a publicly traded real estate investment trust which invests in premier workplaces in Boston, Los Angeles, New York City, San Francisco, Seattle, and Washington, D.C. As of December 31, 2023, the company owned or had interests in 188 commercial real estate properties, aggregating approximately 53.3 million net rentable square feet."
"80","CHRW","C.H. Robinson","https://en.wikipedia.org/wiki/C.H._Robinson","C.H. Robinson Worldwide, Inc. is an American transportation company that includes third-party logistics (3PL). The company offers freight transportation, transportation management, brokerage and warehousing. It offers truckload, less than truckload, air freight, intermodal, and ocean transportation."
"81","CDNS","Cadence Design Systems","https://en.wikipedia.org/wiki/Cadence_Design_Systems","Cadence Design Systems, Inc. is an American multinational technology and computational software company headquartered in San Jose, California. Initially specialized in electronic design automation (EDA) software for the semiconductor industry, currently the company makes software and hardware for designing products such as integrated circuits, systems on chips (SoCs), printed circuit boards, and pharmaceutical drugs, also licensing intellectual property for the electronics, aerospace, defense and automotive industries."
"82","CPT","Camden Property Trust","https://en.wikipedia.org/wiki/Camden_Property_Trust","Camden Property Trust is a publicly traded real estate investment trust that invests in apartments in the United States. As of December 31, 2023, the company owned interests in 176 apartment communities containing 59,800 apartment homes in the United States. It is the 14th largest owner of apartments in the United States."
"83","CPB","Campbell's Company (The)","https://en.wikipedia.org/wiki/Campbell%27s","The Campbell's Company is an American company, most closely associated with its flagship canned soup products. The classic red-and-white can design used by many Campbell's branded products has become an American icon, and its use in pop art was typified by American artist Andy Warhol's series of Campbell's Soup Cans prints."
"84","COF","Capital One","https://en.wikipedia.org/wiki/Capital_One","Capital One Financial Corporation is an American bank holding company founded on July 21, 1994, and specializing in credit cards, auto loans, banking, and savings accounts, headquartered in Tysons, Virginia, with operations primarily in the United States. It is the ninth largest bank in the United States by total assets as of September 30, 2024, the third largest issuer of Visa and Mastercard credit cards, and one of the largest car finance companies in the United States."
"85","CAH","Cardinal Health","https://en.wikipedia.org/wiki/Cardinal_Health","Cardinal Health, Inc. is an American multinational health care services company, and the 15th highest revenue generating company in the United States. Headquartered in Dublin, Ohio, the company specializes in the distribution of pharmaceuticals and medical products, serving more than 100,000 locations. The company also manufactures medical and surgical product, including gloves, surgical apparel, and fluid management products. In addition, it operates one of the largest networks of radiopharmacies in the U.S. Cardinal Health provides medical products to over 75 percent of hospitals in the United States."
"86","KMX","CarMax","https://en.wikipedia.org/wiki/CarMax","CarMax, Inc. is a used vehicle retailer based in the United States. It operates two business segments: CarMax Sales Operations and CarMax Auto Finance. The company began as a side business of Circuit City Corporation, Inc., opening its first location in September 1993 in Richmond, Virginia. As of January 2025, CarMax operates 253 locations."
"87","CCL","Carnival","https://en.wikipedia.org/wiki/Carnival_Corporation_%26_plc","Carnival Corporation & plc is an American and British cruise operator with a combined fleet of over ninety vessels across eight cruise line brands. A dual-listed company, Carnival is composed of the Panama-incorporated, US-headquartered Carnival Corporation, and UK-based Carnival plc, which function as one entity. Carnival Corporation is listed on the New York Stock Exchange, whereas Carnival plc is listed on the London Stock Exchange with an ADR listing on the NYSE. Carnival is listed in both the S&P 500 and FTSE 250 indices."
"88","CARR","Carrier Global","https://en.wikipedia.org/wiki/Carrier_Global","Carrier Global Corporation is an American multinational heating, ventilation, and air conditioning (HVAC), refrigeration, and fire and security equipment corporation based in Palm Beach Gardens, Florida. Carrier was founded in 1915 as an independent company manufacturing and distributing HVAC systems, and has since expanded to include manufacturing commercial refrigeration and food service equipment, and fire and security technologies."
"89","CAT","Caterpillar Inc.","https://en.wikipedia.org/wiki/Caterpillar_Inc.","Caterpillar Inc. is an American construction, mining and other engineering equipment manufacturer. The company is the world's largest manufacturer of construction equipment.
In 2018, Caterpillar was ranked number 73 on the Fortune 500 list and number 265 on the Global Fortune 500 list. Caterpillar stock is a component of the Dow Jones Industrial Average."
"90","CBOE","Cboe Global Markets","https://en.wikipedia.org/wiki/Cboe_Global_Markets","Cboe Global Markets, Inc. is an American financial exchange operator headquartered in Chicago. It owns and operates a portfolio of exchanges and trading venues across equities, options, futures, and digital assets."
"91","CBRE","CBRE Group","https://en.wikipedia.org/wiki/CBRE_Group","CBRE Group, Inc. is an American commercial real estate services and investment firm with corporate headquarters in Dallas, Texas and global financial headquarters at Lever House in Midtown Manhattan. It is the world's largest commercial real estate services and investment firm."
"92","CDW","CDW Corporation","https://en.wikipedia.org/wiki/CDW","CDW Corporation is an American multi-brand provider of information technology services, serving business, government, education, and healthcare sectors across the United States, the United Kingdom, and Canada. Headquartered in Vernon Hills, Illinois, CDW is a Fortune 500 and generated $21 billion in annual net sales in 2023."
